machen
arbeiten
haben,ich habe
haben,du hast
haben,er hat
haben,sie hat
haben,wir haben
haben,ihr habt
haben,Sie haben
sein,ich bin
sein,du bist
sein,er ist
sein,sie ist
sein,wir sind
sein,ihr seid
sein,Sie sind
kommen
wohnen
heißen
